新台幣	日圓	英鎊	港幣	韓元	加拿大幣	新加坡元	人民幣	澳幣	歐元
30.456   	105.03	1.9752	7.8053	1030.5	0.9884	1.3659	6.9381	0.9559	1.5503
30.413   	105.46	1.9821	7.8048	1030.1	0.9933	1.3684	6.9420	0.9554	1.5557
30.219   	105.08	1.9674	7.8043	1022.6	1.0015	1.3632	6.9330	0.9552	1.5542
30.290   	104.23	1.9645	7.8050	1017.0	1.0087	1.3629	6.9250	0.9521	1.5456
30.350   	104.91	1.9547	7.8066	1017.4	1.0164	1.3657	6.9390	0.9577	1.5439
30.392   	105.89	1.9581	7.8088	1023.6	1.0177	1.3680	6.9465	0.9583	1.5593
30.335   	106.05	1.9704	7.8086	1023.6	1.0194	1.3660	6.9230	0.9628	1.5773
30.299   	105.23	1.9742	7.8086	1031.5	1.0232	1.3614	6.9230	0.9501	1.5639
30.360   	106.66	1.9544	7.8104	1025.6	1.0233	1.3688	6.9255	0.9457	1.5466
30.375   	107.56	1.9625	7.8090	1030.0	1.0201	1.3718	6.9184	0.9467	1.5554
30.451   	107.52	1.9474	7.8064	1034.0	1.0238	1.3794	6.9075	0.9340	1.5435
30.451   	108.06	1.9486	7.8124	1042.4	1.0283	1.3784	6.9018	0.9388	1.5383
30.389   	108.48	1.9632	7.8121	1039.3	1.0240	1.3768	6.9004	0.9407	1.5478
30.317   	107.80	1.9568	7.8090	1023.1	1.0180	1.3676	6.8915	0.9434	1.5513
30.353   	108.20	1.9589	7.8071	1029.3	1.0175	1.3685	6.8821	0.9468	1.5533
30.380   	107.51	1.9728	7.8061	1026.1	1.0155	1.3696	6.8776	0.9512	1.5507
30.382   	107.70	1.9762	7.8066	1028.0	1.0183	1.3663	6.8801	0.9533	1.5611
30.401   	107.53	1.9649	7.8059	1039.2	1.0151	1.3674	6.8740	0.9516	1.5515
30.437   	107.95	1.9702	7.8080	1033.5	1.0121	1.3677	6.8699	0.9548	1.5565
30.380   	107.99	1.9755	7.8058	1038.1	1.0105	1.3676	6.8653	0.9593	1.5674
30.383   	108.08	1.9882	7.8062	1037.0	1.0136	1.3663	6.8657	0.9555	1.5761
30.388   	106.36	1.9947	7.8018	1041.8	1.0109	1.3637	6.8622	0.9601	1.5789
30.354   	105.33	1.9921	7.7997	1046.1	1.0214	1.3603	6.8543	0.9579	1.5741
30.360   	105.78	1.9951	7.7997	1047.1	1.0229	1.3628	6.8561	0.9542	1.5789
30.372   	106.15	1.9932	7.7995	1035.5	1.0139	1.3613	6.8530	0.9617	1.5880
30.390   	106.03	1.9826	7.7990	1045.0	1.0190	1.3580	6.8510	0.9603	1.5698
30.401   	106.73	1.9824	7.7968	1050.6	1.0185	1.3609	6.8589	0.9635	1.5707
30.399   	107.63	1.9767	7.7984	1042.8	1.0171	1.3647	6.8690	0.9563	1.5721
30.397   	106.41	1.9700	7.8016	1032.8	1.0203	1.3614	6.8510	0.9536	1.5663
30.399   	107.57	1.9831	7.8020	1004.9	1.0110	1.3640	6.8570	0.9560	1.5748
30.418   	107.17	1.9776	7.8022	1003.0	1.0095	1.3606	6.8428	0.9623	1.5783
30.392   	107.19	1.9888	7.8030	1002.5	1.0099	1.3601	6.8340	0.9663	1.5933
30.404   	106.58	1.9938	7.8030	1004.5	1.0059	1.3555	6.8450	0.9720	1.5904
30.390   	105.41	2.0046	7.8015	1008.3	1.0014	1.3475	6.8211	0.9786	1.5902
30.382   	104.02	1.9989	7.7970	1009.4	1.0024	1.3467	6.8113	0.9739	1.5821
30.359   	105.45	2.0007	7.7996	1012.8	1.0059	1.3514	6.8213	0.9711	1.5853
30.360   	106.38	1.9974	7.7976	1013.9	1.0063	1.3523	6.8169	0.9705	1.5845
30.363   	106.63	2.0021	7.7982	1018.1	1.0015	1.3510	6.8300	0.9763	1.5911
30.381   	106.45	1.9910	7.7970	1017.7	1.0084	1.3520	6.8217	0.9713	1.5780
30.394   	107.68	1.9982	7.8001	1013.8	1.0100	1.3595	6.8297	0.9623	1.5694
30.418   	107.78	1.9864	7.8000	1007.0	1.0139	1.3612	6.8289	0.9589	1.5682
30.407   	106.78	1.9910	7.7992	1009.2	1.0199	1.3588	6.8189	0.9564	1.5700
30.465   	107.57	1.9791	7.8008	1008.8	1.0239	1.3634	6.8264	0.9524	1.5592
30.510   	107.95	1.9821	7.8037	1013.7	1.0235	1.3674	6.8272	0.9436	1.5577
30.590   	108.13	1.9833	7.8029	1012.1	1.0237	1.3670	6.8318	0.9412	1.5595
30.645   	107.44	1.9749	7.8029	1014.5	1.0273	1.3694	6.8425	0.9293	1.5554
30.666   	107.80	1.9629	7.8041	1017.4	1.0367	1.3721	6.8515	0.9293	1.5581
30.721   	107.81	1.9546	7.8049	1018.0	1.0432	1.3763	6.8556	0.9157	1.5452
30.738   	108.34	1.9479	7.8049	1015.9	1.0487	1.3784	6.8482	0.9088	1.5412
30.870   	109.45	1.9439	7.8055	1016.5	1.0531	1.3831	6.8614	0.9054	1.5317
31.090   	109.88	1.9222	7.8105	1028.0	1.0657	1.3998	6.8588	0.8901	1.5025
31.166   	109.83	1.9097	7.8109	1031.8	1.0694	1.4044	6.8577	0.8829	1.4900
31.189   	109.88	1.8959	7.8096	1034.8	1.0639	1.4118	6.8632	0.8745	1.4920
31.150   	108.75	1.8694	7.8078	1039.3	1.0625	1.4046	6.8570	0.8750	1.4914
31.240   	109.50	1.8697	7.8098	1039.7	1.0637	1.4070	6.8600	0.8708	1.4816
31.330   	110.33	1.8644	7.8129	1039.7	1.0589	1.4156	6.8700	0.8676	1.4684
31.307   	110.11	1.8656	7.8140	1046.8	1.0644	1.4132	6.8710	0.8680	1.4704
31.389   	109.98	1.8678	7.8122	1049.3	1.0607	1.4173	6.8655	0.8714	1.4784
31.390   	110.12	1.8615	7.8109	1049.3	1.0613	1.4097	6.8546	0.8736	1.4745
31.389   	108.96	1.8772	7.8085	1054.9	1.0427	1.4122	6.8442	0.8802	1.4901
31.370   	109.10	1.8517	7.8085	1065.5	1.0477	1.4081	6.8333	0.8668	1.4778
31.430   	109.97	1.8528	7.8094	1076.8	1.0509	1.4186	6.8481	0.8634	1.4757
31.489   	109.83	1.8393	7.8082	1088.3	1.0475	1.4239	6.8450	0.8556	1.4652
31.481   	109.03	1.8356	7.8078	1084.0	1.0469	1.4187	6.8380	0.8591	1.4732
31.479   	108.91	1.8299	7.8087	1081.8	1.0523	1.4131	6.8275	0.8612	1.4693
31.520   	108.80	1.8229	7.8075	1088.9	1.0631	1.4152	6.8350	0.8587	1.4672
31.593   	107.72	1.8018	7.8062	1116.1	1.0671	1.4228	6.8256	0.8503	1.4605
31.750   	108.28	1.7826	7.8078	1133.8	1.0684	1.4310	6.8397	0.8378	1.4513
31.835   	108.89	1.7778	7.8095	1148.6	1.0618	1.4389	6.8434	0.8356	1.4496
31.761   	108.33	1.7678	7.8073	1128.9	1.0694	1.4276	6.8365	0.8222	1.4318
31.875   	106.48	1.7637	7.8076	1118.0	1.0631	1.4349	6.8422	0.8122	1.4234
31.799   	108.83	1.7605	7.8069	1081.1	1.0652	1.4241	6.8433	0.8177	1.4139
31.872   	107.83	1.7587	7.7998	1101.5	1.0716	1.4311	6.8381	0.8015	1.4107
31.863   	107.20	1.7526	7.7988	1095.8	1.0706	1.4322	6.8385	0.8017	1.4008
32.040   	107.21	1.7562	7.7988	1109.3	1.0765	1.4430	6.8465	0.8042	1.3974
32.041   	107.49	1.7948	7.7987	1109.1	1.0620	1.4354	6.8450	0.8238	1.4225
32.039   	104.88	1.7981	7.7987	1109.1	1.0686	1.4305	6.8450	0.8059	1.4258
32.070   	103.71	1.7874	7.7832	1159.5	1.0678	1.4345	6.8490	0.8038	1.4155
32.082   	105.23	1.8186	7.7838	1116.3	1.0702	1.4349	6.8370	0.7949	1.4324
32.218   	105.30	1.8193	7.7822	1154.0	1.0598	1.4330	6.8340	0.8033	1.4347
32.158   	107.23	1.8333	7.7829	1140.5	1.0483	1.4343	6.8350	0.8351	1.4492
32.030   	106.26	1.8582	7.7767	1140.5	1.0341	1.4174	6.8300	0.8453	1.4804
31.937   	105.26	1.8551	7.7657	1148.6	1.0368	1.4117	6.8135	0.8329	1.4684
31.961   	106.20	1.8473	7.7616	1154.3	1.0388	1.4192	6.8237	0.8339	1.4615
31.998   	105.76	1.8384	7.7724	1158.3	1.0336	1.4233	6.8170	0.8361	1.4616
32.045   	105.37	1.8428	7.7726	1161.1	1.0338	1.4266	6.8485	0.8306	1.4618
32.130   	104.78	1.7774	7.7656	1207.0	1.0663	1.4277	6.8485	0.7903	1.4073
32.029   	106.28	1.7719	7.7656	1187.4	1.0606	1.4341	6.8485	0.7883	1.4018
32.160   	105.33	1.7616	7.7681	1223.8	1.0771	1.4424	6.8485	0.7724	1.3811
32.187   	105.03	1.7756	7.7701	1223.8	1.0808	1.4490	6.8485	0.7751	1.3797
32.343   	103.73	1.7445	7.7715	1268.0	1.0999	1.4596	6.8430	0.7227	1.3535
32.350   	102.73	1.7466	7.7715	1328.5	1.1056	1.4642	6.8169	0.7061	1.3601
32.448   	100.05	1.7294	7.7690	1395.0	1.1226	1.4703	6.8171	0.6656	1.3665
32.437   	101.15	1.7086	7.7669	1382.5	1.1494	1.4678	6.8205	0.6830	1.3613
32.388   	102.13	1.7368	7.7611	1240.5	1.1484	1.4674	6.8258	0.6993	1.3579
32.388   	102.48	1.7419	7.7621	1207.8	1.1639	1.4610	6.8390	0.6963	1.3633
32.400   	101.30	1.7291	7.7603	1238.8	1.1883	1.4696	6.8320	0.6599	1.3511
32.537   	100.41	1.7317	7.7568	1373.5	1.1810	1.4806	6.8297	0.6895	1.3457
32.550   	101.05	1.7303	7.7578	1334.5	1.1872	1.4785	6.8340	0.6885	1.3422
32.580   	102.24	1.7162	7.7581	1315.0	1.1938	1.4766	6.8299	0.7030	1.3337
32.697   	101.21	1.6733	7.7559	1320.2	1.2132	1.4786	6.8337	0.6763	1.3074
32.990   	99.31	1.6300	7.7556	1362.6	1.2519	1.4990	6.8341	0.6756	1.2867
33.296   	97.68	1.6215	7.7534	1408.9	1.2465	1.5029	6.8354	0.6697	1.2911
33.412   	95.16	1.5933	7.7531	1424.0	1.2763	1.5065	6.8433	0.6206	1.2607
33.497   	92.96	1.5584	7.7516	1441.8	1.2929	1.5117	6.8523	0.6006	1.2503
33.438   	94.53	1.5917	7.7515	1467.9	1.2759	1.5066	6.8390	0.6429	1.2722
33.295   	96.86	1.6334	7.7530	1427.3	1.2291	1.5019	6.8470	0.6670	1.2952
32.799   	98.67	1.6484	7.7526	1250.5	1.2102	1.4661	6.8380	0.6833	1.2965
33.000   	96.86	1.6095	7.7514	1291.0	1.2107	1.4839	6.8395	0.6620	1.2749
32.898   	99.19	1.5817	7.7508	1262.3	1.1824	1.4677	6.8381	0.6782	1.2647
32.869   	99.13	1.6003	7.7506	1288.3	1.1489	1.4796	6.8360	0.7007	1.3026
32.830   	99.39	1.5951	7.7506	1265.7	1.1675	1.4787	6.8282	0.6847	1.2962
32.819   	97.91	1.5597	7.7505	1330.5	1.1937	1.4842	6.8250	0.6644	1.2691
32.824   	97.58	1.5654	7.7501	1328.0	1.1888	1.4937	6.8255	0.6750	1.2734
32.823   	99.14	1.5622	7.7503	1326.2	1.1976	1.4911	6.8266	0.6689	1.2739
32.874   	97.63	1.5383	7.7500	1330.0	1.2057	1.5011	6.8251	0.6572	1.2527
32.994   	97.98	1.4967	7.7519	1359.5	1.2337	1.5007	6.8295	0.6383	1.2501
33.177   	95.58	1.4846	7.7503	1391.3	1.2136	1.5155	6.8300	0.6657	1.2774
33.079   	96.88	1.4721	7.7501	1400.0	1.2283	1.5144	6.8242	0.6497	1.2603
33.170   	97.11	1.5004	7.7504	1408.5	1.2261	1.5236	6.8269	0.6492	1.2651
33.234   	96.58	1.4980	7.7505	1448.5	1.2306	1.5271	6.8284	0.6526	1.2630
33.265   	96.74	1.4963	7.7502	1446.9	1.2543	1.5282	6.8285	0.6366	1.2520
33.405   	95.33	1.4743	7.7502	1498.0	1.2965	1.5308	6.8345	0.6086	1.2465
33.388   	95.03	1.4885	7.7506	1494.7	1.2721	1.5333	6.8311	0.6327	1.2591
33.421   	97.08	1.5173	7.7516	1513.0	1.2293	1.5314	6.8284	0.6522	1.2911
33.352   	96.56	1.5456	7.7558	1502.4	1.2268	1.5144	6.8260	0.6488	1.3061
33.306   	94.93	1.5324	7.7550	1478.3	1.2272	1.5134	6.8287	0.6544	1.2888
33.302   	95.13	1.5406	7.7538	1476.5	1.2316	1.5124	6.8280	0.6573	1.2906
33.295   	95.28	1.5385	7.7508	1469.0	1.2359	1.5081	6.8349	0.6551	1.2699
33.350   	95.08	1.4898	7.7505	1440.5	1.2430	1.5219	6.8848	0.6395	1.2623
33.489   	93.28	1.4902	7.7508	1464.6	1.2524	1.5317	6.8870	0.6452	1.2712
33.528   	93.30	1.4775	7.7516	1469.5	1.2517	1.5292	6.8830	0.6478	1.2707
33.550   	92.80	1.4678	7.7519	1477.8	1.2773	1.5295	6.8817	0.6449	1.2777
33.549   	92.31	1.4760	7.7510	1475.8	1.2693	1.5202	6.8812	0.6472	1.2724
33.517   	93.03	1.4905	7.7508	1448.1	1.2548	1.5149	6.8800	0.6677	1.2947
33.546   	92.53	1.4743	7.7508	1447.5	1.2660	1.5084	6.8735	0.6558	1.2915
33.449   	92.54	1.4801	7.7504	1394.0	1.2595	1.5019	6.8633	0.6568	1.3013
33.309   	92.52	1.5013	7.7502	1358.4	1.2351	1.4914	6.8513	0.6718	1.3356
33.315   	89.53	1.4961	7.7501	1372.5	1.2494	1.4925	6.8427	0.6621	1.3378
33.199   	90.98	1.5318	7.7502	1366.6	1.2330	1.4794	6.8500	0.6687	1.3702
33.030   	90.28	1.5597	7.7501	1349.6	1.2065	1.4746	6.8465	0.6969	1.4062
32.720   	88.64	1.5511	7.7501	1324.7	1.1931	1.4584	6.8357	0.7041	1.4389
32.471   	87.92	1.5019	7.7501	1289.3	1.2061	1.4388	6.8295	0.6848	1.4238
32.530   	88.93	1.4930	7.7501	1290.0	1.2198	1.4420	6.8465	0.6811	1.3923
32.930   	89.85	1.4838	7.7506	1309.6	1.2185	1.4474	6.8510	0.6848	1.3948
33.085   	90.96	1.4758	7.7502	1337.3	1.2161	1.4466	6.8485	0.6812	1.3950
33.045   	90.38	1.4748	7.7502	1306.8	1.2140	1.4461	6.8397	0.6825	1.4010
33.030   	90.33	1.5196	7.7502	1306.8	1.2167	1.4461	6.8313	0.6827	1.4016
33.025   	90.50	1.4648	7.7502	1299.6	1.2221	1.4448	6.8414	0.6861	1.4058
33.000   	90.38	1.4458	7.7505	1265.0	1.2187	1.4406	6.8527	0.6874	1.3972
32.865   	90.26	1.4414	7.7501	1259.6	1.2198	1.4424	6.8353	0.6915	1.4072
32.860   	90.61	1.4628	7.7501	1259.6	1.2168	1.4363	6.8230	0.7075	1.3980
33.005   	92.01	1.4703	7.7522	1313.8	1.1877	1.4628	6.8312	0.7186	1.3617
33.054   	93.55	1.4933	7.7540	1312.7	1.1847	1.4775	6.8360	0.7230	1.3521
32.980   	93.43	1.5114	7.7534	1292.7	1.1951	1.4700	6.8340	0.7127	1.3637
33.115   	91.73	1.5237	7.7547	1334.0	1.1807	1.4820	6.8347	0.7123	1.3712
33.155   	91.15	1.5176	7.7573	1342.8	1.1882	1.4787	6.8356	0.7030	1.3452
33.160   	91.15	1.5176	7.7573	1342.8	1.1882	1.4787	6.8356	0.7030	1.3452
33.235   	89.14	1.4830	7.7567	1358.8	1.2163	1.4879	6.8370	0.6797	1.3369
33.265   	89.26	1.4503	7.7556	1354.0	1.2250	1.4898	6.8341	0.6647	1.3196
33.258   	89.78	1.4591	7.7570	1347.7	1.2472	1.4843	6.8352	0.6595	1.3177
33.379   	89.08	1.4642	7.7585	1392.2	1.2520	1.4977	6.8363	0.6650	1.3143
33.360   	90.33	1.4737	7.7590	1357.8	1.2477	1.4881	6.8374	0.6726	1.3303
33.501   	90.33	1.4737	7.7590	1357.8	1.2477	1.4881	6.8374	0.6726	1.3303
33.535   	90.63	1.4459	7.7588	1362.6	1.2543	1.4916	6.8359	0.6698	1.3106
33.639   	90.38	1.3897	7.7576	1374.5	1.2659	1.5093	6.8385	0.6475	1.2891
33.634   	89.92	1.3989	7.7589	1373.9	1.2552	1.5044	6.8378	0.6646	1.3059
33.550   	89.28	1.3876	7.7594	1378.0	1.2534	1.4936	6.8371	0.6560	1.3002
33.801   	88.35	1.3814	7.7593	1390.9	1.2312	1.5072	6.8380	0.6555	1.2992
33.749   	89.36	1.4276	7.7558	1390.3	1.2423	1.5159	6.8487	0.6314	1.2845
33.720   	89.73	1.4459	7.7537	1389.7	1.2303	1.5121	6.8403	0.6524	1.3039
33.670   	88.88	1.4458	7.7540	1378.6	1.2324	1.5089	6.8340	0.6427	1.2842
33.705   	89.53	1.4619	7.7539	1384.4	1.2333	1.5081	6.8367	0.6513	1.2786
33.750   	90.93	1.4808	7.7546	1383.9	1.2235	1.5045	6.8344	0.6759	1.2944
33.961   	91.18	1.4909	7.7535	1380.9	1.2153	1.4978	6.8338	0.6805	1.3015
33.967   	91.35	1.4514	7.7527	1383.1	1.2458	1.4982	6.8326	0.6530	1.2896
34.001   	90.45	1.4390	7.7512	1393.2	1.2413	1.5073	6.8333	0.6554	1.2898
34.025   	90.15	1.4259	7.7516	1404.3	1.2438	1.5082	6.8342	0.6522	1.2869
34.050   	91.18	1.4384	7.7535	1404.4	1.2349	1.5064	6.8335	0.6577	1.2865
34.280   	91.60	1.4274	7.7536	1427.7	1.2440	1.5148	6.8340	0.6484	1.2774
34.620   	92.26	1.4251	7.7546	1455.2	1.2651	1.5278	6.8395	0.6347	1.2601
34.650   	92.60	1.4219	7.7552	1468.1	1.2608	1.5279	6.8380	0.6380	1.2535
34.675   	93.57	1.4296	7.7548	1481.5	1.2575	1.5297	6.8354	0.6442	1.2670
34.808   	94.08	1.4452	7.7539	1507.5	1.2508	1.5374	6.8372	0.6460	1.2835
34.628   	93.35	1.4482	7.7531	1487.5	1.2504	1.5210	6.8360	0.6409	1.2699
34.797   	95.37	1.4477	7.7533	1516.3	1.2423	1.5277	6.8373	0.6499	1.2839
34.747   	97.08	1.4194	7.7536	1516.2	1.2573	1.5265	6.8374	0.6468	1.2708
34.850   	97.93	1.4303	7.7536	1517.3	1.2526	1.5351	6.8400	0.6476	1.2729
34.950   	97.88	1.4306	7.7543	1534.2	1.2738	1.5436	6.8398	0.6389	1.2660
35.174   	97.26	1.4051	7.7568	1570.7	1.2912	1.5528	6.8458	0.6296	1.2578
35.095   	97.75	1.4052	7.7571	1552.0	1.2931	1.5496	6.8413	0.6377	1.2563
35.067   	98.83	1.4179	7.7587	1551.3	1.2738	1.5525	6.8431	0.6496	1.2649
34.945   	99.64	1.4130	7.7591	1568.0	1.2890	1.5512	6.8407	0.6382	1.2558
34.780   	97.35	1.4093	7.7560	1550.5	1.2874	1.5473	6.8400	0.6404	1.2643
34.815   	98.66	1.3785	7.7558	1548.1	1.2998	1.5458	6.8400	0.6311	1.2606
34.600   	98.65	1.3838	7.7563	1511.0	1.2900	1.5395	6.8402	0.6408	1.2724
34.515   	98.58	1.3762	7.7557	1470.8	1.2853	1.5405	6.8414	0.6428	1.2658
34.494   	96.31	1.3828	7.7551	1496.3	1.2924	1.5338	6.8386	0.6436	1.2755
34.495   	98.03	1.3904	7.7539	1483.3	1.2800	1.5423	6.8384	0.6546	1.2915
34.416   	98.31	1.4095	7.7526	1440.1	1.2693	1.5363	6.8385	0.6588	1.2946
34.278   	98.67	1.4044	7.7527	1408.7	1.2723	1.5327	6.8368	0.6599	1.2990
34.156   	98.55	1.3969	7.7525	1420.6	1.2694	1.5285	6.8357	0.6601	1.3011
33.924   	95.48	1.4280	7.7517	1397.0	1.2436	1.5175	6.8283	0.6779	1.3488
33.800   	94.58	1.4581	7.7507	1412.6	1.2335	1.5078	6.8265	0.6918	1.3715
33.785   	96.03	1.4603	7.7501	1392.2	1.2315	1.5079	6.8330	0.6999	1.3712
33.788   	98.32	1.4644	7.7502	1383.3	1.2237	1.5080	6.8298	0.7032	1.3604
33.888   	97.73	1.4636	7.7501	1362.3	1.2328	1.5130	6.8316	0.6943	1.3449
33.820   	98.14	1.4606	7.7501	1330.8	1.2274	1.5073	6.8318	0.7007	1.3583
33.779   	97.85	1.4439	7.7502	1348.3	1.2294	1.5076	6.8318	0.6978	1.3565
34.015   	96.13	1.4157	7.7502	1391.5	1.2527	1.5221	6.8361	0.6785	1.3176
33.917   	98.33	1.4278	7.7501	1383.3	1.2539	1.5208	6.8356	0.6883	1.3278
33.835   	98.63	1.4364	7.7507	1374.8	1.2653	1.5236	6.8342	0.6888	1.3195
33.580   	99.13	1.4537	7.7506	1334.5	1.2551	1.5133	6.8332	0.7038	1.3253
33.380   	99.73	1.4699	7.7500	1341.0	1.2400	1.5043	6.8350	0.7126	1.3433
33.250   	101.17	1.4899	7.7506	1309.3	1.2280	1.5008	6.8350	0.7164	1.3531
33.569   	100.55	1.4727	7.7509	1318.5	1.2407	1.5090	6.8345	0.7136	1.3357
33.900   	99.68	1.4646	7.7508	1350.5	1.2414	1.5180	6.8366	0.7043	1.3189
33.777   	100.12	1.4696	7.7507	1318.5	1.2324	1.5141	6.8351	0.7123	1.3315
33.795   	100.45	1.4637	7.7503	1329.0	1.2277	1.5178	6.8340	0.7194	1.3130
33.697   	100.65	1.4718	7.7503	1329.5	1.2253	1.5151	6.8327	0.7239	1.3202
33.620   	99.65	1.4870	7.7505	1323.3	1.2227	1.5014	6.8310	0.7261	1.3290
33.790   	98.68	1.4873	7.7504	1338.3	1.2173	1.5038	6.8337	0.7193	1.3227
33.800   	98.65	1.4952	7.7503	1331.8	1.2062	1.4988	6.8326	0.7217	1.3164
33.816   	99.40	1.4823	7.7505	1331.8	1.2134	1.5029	6.8320	0.7202	1.3091
33.830   	99.05	1.4623	7.7503	1335.3	1.2212	1.5075	6.8337	0.7131	1.2986
33.860   	98.00	1.4546	7.7504	1349.3	1.2387	1.5077	6.8319	0.7020	1.2942
33.860   	98.16	1.4579	7.7500	1348.3	1.2409	1.5077	6.8298	0.7041	1.2927
33.820   	98.15	1.4556	7.7500	1348.1	1.2402	1.5042	6.8299	0.7073	1.3009
33.711   	97.08	1.4617	7.7500	1343.1	1.2225	1.4935	6.8261	0.7144	1.3191
33.730   	96.73	1.4559	7.7501	1343.4	1.2165	1.4936	6.8327	0.7152	1.3166
33.795   	95.89	1.4540	7.7501	1357.0	1.2223	1.5003	6.8275	0.7012	1.3025
33.658   	96.75	1.4719	7.7505	1340.8	1.2113	1.4946	6.8255	0.7142	1.3185
33.233   	97.68	1.4933	7.7502	1283.0	1.1879	1.4740	6.8232	0.7381	1.3377
33.192   	99.35	1.4943	7.7504	1272.8	1.1808	1.4771	6.8211	0.7358	1.3310
33.133   	99.03	1.5028	7.7501	1268.5	1.1771	1.4737	6.8202	0.7393	1.3340
33.180   	98.58	1.5042	7.7502	1273.0	1.1761	1.4760	6.8229	0.7414	1.3306
33.132   	98.93	1.5093	7.7505	1262.2	1.1679	1.4723	6.8227	0.7534	1.3254
33.040   	99.38	1.5027	7.7501	1247.1	1.1682	1.4665	6.8218	0.7549	1.3396
32.889   	98.28	1.5184	7.7501	1237.9	1.1498	1.4596	6.8225	0.7658	1.3608
32.893   	97.60	1.5202	7.7500	1242.9	1.1622	1.4585	6.8228	0.7637	1.3655
32.890   	96.38	1.5261	7.7502	1244.2	1.1573	1.4588	6.8218	0.7691	1.3694
32.955   	95.54	1.5154	7.7501	1267.1	1.1721	1.4668	6.8245	0.7519	1.3594
32.950   	95.25	1.5239	7.7508	1256.8	1.1723	1.4661	6.8256	0.7564	1.3606
32.994   	95.40	1.5193	7.7523	1259.6	1.1739	1.4698	6.8262	0.7535	1.3463
32.882   	96.68	1.5471	7.7516	1249.3	1.1571	1.4616	6.8248	0.7727	1.3610
32.855   	95.97	1.5503	7.7522	1251.2	1.1556	1.4632	6.8251	0.7716	1.3630
32.738   	94.78	1.5780	7.7528	1248.6	1.1392	1.4562	6.8245	0.7739	1.3779
32.679   	94.18	1.5778	7.7518	1248.3	1.1349	1.4472	6.8247	0.7779	1.3929
32.626   	95.00	1.5864	7.7515	1248.8	1.1270	1.4489	6.8235	0.7782	1.3984
32.660   	94.65	1.5842	7.7517	1262.9	1.1302	1.4506	6.8300	0.7768	1.3939
32.650   	95.21	1.5991	7.7531	1269.5	1.1124	1.4486	6.8298	0.7869	1.3983
32.375   	94.76	1.6374	7.7519	1237.3	1.0824	1.4373	6.8270	0.8109	1.4219
32.534   	96.50	1.6387	7.7531	1239.4	1.0940	1.4425	6.8305	0.8078	1.4126
32.505   	96.26	1.6607	7.7521	1235.1	1.0827	1.4371	6.8292	0.8229	1.4261
32.597   	96.21	1.6353	7.7523	1250.3	1.1035	1.4398	6.8329	0.8075	1.4228
32.607   	96.73	1.6042	7.7512	1251.4	1.1023	1.4452	6.8335	0.8063	1.4186
32.720   	96.73	1.6042	7.7512	1251.4	1.1023	1.4452	6.8335	0.8063	1.4186
32.875   	98.53	1.5839	7.7525	1252.6	1.1245	1.4602	6.8369	0.7868	1.3894
32.853   	98.15	1.6137	7.7516	1263.5	1.1116	1.4598	6.8351	0.7934	1.3941
32.715   	97.61	1.6418	7.7515	1247.1	1.0982	1.4457	6.8329	0.8116	1.4132
32.798   	97.83	1.6385	7.7517	1258.7	1.1043	1.4521	6.8354	0.8099	1.3993
32.800   	98.03	1.6504	7.7506	1251.4	1.1113	1.4507	6.8345	0.8121	1.4064
32.940   	98.26	1.6322	7.7505	1261.9	1.1315	1.4571	6.8388	0.8002	1.3874
32.885   	96.61	1.6342	7.7505	1256.8	1.1299	1.4567	6.8336	0.7956	1.3860
32.889   	96.49	1.6390	7.7504	1260.6	1.1311	1.4558	6.8378	0.7972	1.3899
32.904   	95.84	1.6393	7.7505	1265.0	1.1328	1.4541	6.8337	0.7959	1.3948
32.878   	96.84	1.6366	7.7504	1271.0	1.1307	1.4565	6.8361	0.8045	1.3935
32.898   	96.10	1.6434	7.7503	1274.4	1.1402	1.4568	6.8355	0.7987	1.3885
32.925   	95.25	1.6274	7.7505	1290.7	1.1544	1.4593	6.8358	0.7833	1.3894
32.862   	95.36	1.6554	7.7501	1283.4	1.1447	1.4543	6.8338	0.7992	1.4109
32.970   	96.37	1.6355	7.7502	1288.9	1.1549	1.4570	6.8347	0.7988	1.3953
32.925   	95.93	1.6480	7.7502	1286.1	1.1513	1.4553	6.8347	0.8052	1.4040
32.943   	95.55	1.6523	7.7503	1285.8	1.1554	1.4557	6.8330	0.8025	1.4019
32.818   	95.55	1.6684	7.7501	1282.3	1.1538	1.4469	6.8314	0.8121	1.4110
32.785   	96.78	1.6447	7.7504	1267.6	1.1578	1.4480	6.8317	0.8073	1.4081
32.947   	96.68	1.6336	7.7503	1269.5	1.1513	1.4496	6.8323	0.8019	1.4091
32.890   	95.96	1.6358	7.7504	1265.9	1.1590	1.4515	6.8327	0.7975	1.4012
32.988   	95.20	1.6134	7.7504	1268.3	1.1646	1.4576	6.8344	0.7901	1.3936
32.989   	95.20	1.6197	7.7503	1273.3	1.1619	1.4586	6.8336	0.7954	1.3928
33.036   	94.28	1.6085	7.7506	1277.4	1.1652	1.4607	6.8345	0.7849	1.3889
32.970   	93.36	1.6159	7.7505	1276.2	1.1595	1.4575	6.8328	0.7839	1.3959
33.050   	92.75	1.6279	7.7504	1283.9	1.1640	1.4610	6.8324	0.7786	1.3912
33.193   	92.42	1.6080	7.7506	1313.5	1.1639	1.4640	6.8330	0.7739	1.3951
33.090   	93.08	1.6300	7.7503	1293.8	1.1500	1.4591	6.8329	0.7869	1.3989
